Point ID,alphat,arc_length,CH4,CO2,G,H2O,k,N2,nut,O2,p,p_rgh,Points_0,Points_1,Points_2,Points_Magnitude,Qdot,qin,qr,reactingCloud1:hsCoeff,reactingCloud1:hsTrans,reactingCloud1:rhokTrans,reactingCloud1:rhoTrans_CH4,reactingCloud1:rhoTrans_CO2,reactingCloud1:rhoTrans_H2O,reactingCloud1:rhoTrans_N2,reactingCloud1:rhoTrans_O2,reactingCloud1:UCoeff,reactingCloud1:UTrans_0,reactingCloud1:UTrans_1,reactingCloud1:UTrans_2,reactingCloud1:UTrans_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
259,0.000805103,64.75,0,0,1837.21,0,8.78158e-05,0.76699,0.0006877,0.23301,101217,0.220047,-60.25,10.45,0,61.1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-8.45376e-06,1.67798e-06,2.92748e-07,8.62365e-06,1
260,0.000803889,65,0,0,1837.21,0,8.78003e-05,0.76699,0.000686663,0.23301,101217,0.220038,-60,10.45,0,60.9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-7.98104e-06,1.97174e-06,2.95795e-07,8.22631e-06,1
261,0.000802675,65.25,0,0,1837.21,0,8.77849e-05,0.76699,0.000685626,0.23301,101217,0.220029,-59.75,10.45,0,60.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-7.50832e-06,2.2655e-06,2.98841e-07,7.84836e-06,1
262,0.000801461,65.5,0,0,1837.21,0,8.77694e-05,0.76699,0.000684589,0.23301,101217,0.22002,-59.5,10.45,0,60.4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-7.0356e-06,2.55926e-06,3.01888e-07,7.49271e-06,1
263,0.000800247,65.75,0,0,1837.21,0,8.77539e-05,0.76699,0.000683552,0.23301,101217,0.220011,-59.25,10.45,0,60.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-6.56288e-06,2.85303e-06,3.04935e-07,7.16269e-06,1
264,0.000798975,66,0,0,1837.21,0,8.7737e-05,0.76699,0.000682465,0.23301,101217,0.219904,-59,10.45,0,59.9183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-5.69153e-06,2.79704e-06,3.05322e-07,6.34903e-06,1
265,0.000797697,66.25,0,0,1837.21,0,8.77199e-05,0.76699,0.000681374,0.23301,101217,0.219788,-58.75,10.45,0,59.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-4.78197e-06,2.70752e-06,3.05454e-07,5.50375e-06,1
266,0.00079642,66.5,0,0,1837.21,0,8.77029e-05,0.76699,0.000680282,0.23301,101217,0.219672,-58.5,10.45,0,59.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-3.87241e-06,2.61801e-06,3.05585e-07,4.68432e-06,1
267,0.000795142,66.75,0,0,1837.21,0,8.76858e-05,0.76699,0.000679191,0.23301,101217,0.219556,-58.25,10.45,0,59.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-2.96284e-06,2.52849e-06,3.05717e-07,3.90706e-06,1
268,0.000793864,67,0,0,1837.21,0,8.76688e-05,0.76699,0.0006781,0.23301,101217,0.21944,-58,10.45,0,58.9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-2.05328e-06,2.43897e-06,3.05849e-07,3.20282e-06,1
269,0.000792587,67.25,0,0,1837.21,0,8.76517e-05,0.76699,0.000677008,0.23301,101217,0.219324,-57.75,10.45,0,58.6879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-1.14371e-06,2.34946e-06,3.05981e-07,2.6309e-06,1
270,0.000791309,67.5,0,0,1837.21,0,8.76346e-05,0.76699,0.000675917,0.23301,101217,0.219207,-57.5,10.45,0,58.4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,-2.34147e-07,2.25994e-06,3.06112e-07,2.29257e-06,1
271,0.000790031,67.75,0,0,1837.21,0,8.76176e-05,0.76699,0.000674826,0.23301,101217,0.219091,-57.25,10.45,0,58.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.75417e-07,2.17042e-06,3.06244e-07,2.29362e-06,1
272,0.000788754,68,0,0,1837.21,0,8.76005e-05,0.76699,0.000673734,0.23301,101217,0.218975,-57,10.45,0,57.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.58498e-06,2.08091e-06,3.06376e-07,2.63367e-06,1
273,0.000787476,68.25,0,0,1837.21,0,8.75835e-05,0.76699,0.000672643,0.23301,101217,0.218859,-56.75,10.45,0,57.7041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.49455e-06,1.99139e-06,3.06507e-07,3.20661e-06,1
274,0.000786198,68.5,0,0,1837.21,0,8.75664e-05,0.76699,0.000671552,0.23301,101217,0.218743,-56.5,10.45,0,57.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.40411e-06,1.90187e-06,3.06639e-07,3.91141e-06,1
275,0.000784921,68.75,0,0,1837.21,0,8.75493e-05,0.76699,0.00067046,0.23301,101217,0.218627,-56.25,10.45,0,57.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.31368e-06,1.81236e-06,3.06771e-07,4.68898e-06,1
276,0.000783643,69,0,0,1837.21,0,8.75323e-05,0.76699,0.000669369,0.23301,101217,0.218511,-56,10.45,0,56.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.22324e-06,1.72284e-06,3.06902e-07,5.50859e-06,1
277,0.000782365,69.25,0,0,1837.22,0,8.75152e-05,0.76699,0.000668277,0.23301,101217,0.218395,-55.75,10.45,0,56.7209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.1328e-06,1.63333e-06,3.07034e-07,6.354e-06,1
278,0.000781088,69.5,0,0,1837.22,0,8.74982e-05,0.76699,0.000667186,0.23301,101217,0.218279,-55.5,10.45,0,56.4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.04237e-06,1.54381e-06,3.07166e-07,7.21614e-06,1
279,0.00077981,69.75,0,0,1837.22,0,8.74811e-05,0.76699,0.000666095,0.23301,101217,0.218162,-55.25,10.45,0,56.2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.95193e-06,1.45429e-06,3.07298e-07,8.08966e-06,1
280,0.000778527,70,0,0,1837.22,0,8.74639e-05,0.76699,0.000664999,0.23301,101217,0.218046,-55,10.45,0,55.9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.88909e-06,1.30163e-06,3.06589e-07,8.98911e-06,1
281,0.000777182,70.25,0,0,1837.22,0,8.74451e-05,0.76699,0.00066385,0.23301,101217,0.217926,-54.75,10.45,0,55.7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.0136e-05,4.40026e-07,2.96451e-07,1.01499e-05,1
282,0.000775838,70.5,0,0,1837.22,0,8.74263e-05,0.76699,0.000662702,0.23301,101217,0.217806,-54.5,10.45,0,55.4928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.13829e-05,-4.21578e-07,2.86313e-07,1.13944e-05,1
283,0.000774493,70.75,0,0,1837.22,0,8.74075e-05,0.76699,0.000661553,0.23301,101217,0.217685,-54.25,10.45,0,55.2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.26299e-05,-1.28318e-06,2.76175e-07,1.26979e-05,1
284,0.000773149,71,0,0,1837.22,0,8.73887e-05,0.76699,0.000660405,0.23301,101217,0.217565,-54,10.45,0,55.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.38768e-05,-2.14478e-06,2.66036e-07,1.40441e-05,1
285,0.000771804,71.25,0,0,1837.22,0,8.73699e-05,0.76699,0.000659257,0.23301,101217,0.217445,-53.75,10.45,0,54.7564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.51237e-05,-3.00639e-06,2.55898e-07,1.54218e-05,1
286,0.00077046,71.5,0,0,1837.22,0,8.73511e-05,0.76699,0.000658108,0.23301,101217,0.217325,-53.5,10.45,0,54.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.63707e-05,-3.86799e-06,2.4576e-07,1.68232e-05,1
287,0.000769115,71.75,0,0,1837.22,0,8.73323e-05,0.76699,0.00065696,0.23301,101217,0.217205,-53.25,10.45,0,54.2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.76176e-05,-4.72959e-06,2.35622e-07,1.82429e-05,1
288,0.000767771,72,0,0,1837.22,0,8.73135e-05,0.76699,0.000655811,0.23301,101217,0.217085,-53,10.45,0,54.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,1.88645e-05,-5.5912e-06,2.25484e-07,1.9677e-05,1
289,0.000766426,72.25,0,0,1837.22,0,8.72947e-05,0.76699,0.000654663,0.23301,101217,0.216964,-52.75,10.45,0,53.7751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.01115e-05,-6.4528e-06,2.15345e-07,2.11224e-05,1
290,0.000765082,72.5,0,0,1837.22,0,8.72759e-05,0.76699,0.000653514,0.23301,101217,0.216844,-52.5,10.45,0,53.5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.13584e-05,-7.31441e-06,2.05207e-07,2.25771e-05,1
291,0.000763737,72.75,0,0,1837.22,0,8.72571e-05,0.76699,0.000652366,0.23301,101217,0.216724,-52.25,10.45,0,53.2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.26053e-05,-8.17601e-06,1.95069e-07,2.40392e-05,1
292,0.000762393,73,0,0,1837.22,0,8.72383e-05,0.76699,0.000651217,0.23301,101217,0.216604,-52,10.45,0,53.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.38522e-05,-9.03761e-06,1.84931e-07,2.55077e-05,1
293,0.000761048,73.25,0,0,1837.22,0,8.72195e-05,0.76699,0.000650069,0.23301,101217,0.216484,-51.75,10.45,0,52.7946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.50992e-05,-9.89922e-06,1.74793e-07,2.69814e-05,1
294,0.000759704,73.5,0,0,1837.22,0,8.72007e-05,0.76699,0.00064892,0.23301,101217,0.216363,-51.5,10.45,0,52.5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.63461e-05,-1.07608e-05,1.64654e-07,2.84594e-05,1
295,0.000758359,73.75,0,0,1837.22,0,8.71819e-05,0.76699,0.000647772,0.23301,101217,0.216243,-51.25,10.45,0,52.3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.7593e-05,-1.16224e-05,1.54516e-07,2.99413e-05,1
296,0.00075698,74,0,0,1837.22,0,8.71621e-05,0.76699,0.000646594,0.23301,101217,0.216155,-51,10.45,0,52.0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,2.89888e-05,-1.31967e-05,1.39873e-07,3.18516e-05,1
297,0.000755565,74.25,0,0,1837.22,0,8.71414e-05,0.76699,0.000645385,0.23301,101217,0.216099,-50.75,10.45,0,51.8147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.05362e-05,-1.54966e-05,1.20643e-07,3.42435e-05,1
298,0.00075415,74.5,0,0,1837.22,0,8.71207e-05,0.76699,0.000644177,0.23301,101217,0.216044,-50.5,10.45,0,51.5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.20836e-05,-1.77965e-05,1.01413e-07,3.6689e-05,1
299,0.000752735,74.75,0,0,1837.22,0,8.70999e-05,0.76699,0.000642968,0.23301,101217,0.215988,-50.25,10.45,0,51.3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.3631e-05,-2.00964e-05,8.21834e-08,3.9178e-05,1
300,0.00075132,75,0,0,1837.22,0,8.70792e-05,0.76699,0.00064176,0.23301,101217,0.215933,-50,10.45,0,51.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.51784e-05,-2.23963e-05,6.29534e-08,4.17028e-05,1
301,0.000749905,75.25,0,0,1837.22,0,8.70585e-05,0.76699,0.000640551,0.23301,101217,0.215877,-49.75,10.45,0,50.8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.67258e-05,-2.46962e-05,4.37235e-08,4.42571e-05,1
302,0.000748491,75.5,0,0,1837.22,0,8.70377e-05,0.76699,0.000639343,0.23301,101217,0.215821,-49.5,10.45,0,50.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.82732e-05,-2.69961e-05,2.44935e-08,4.68362e-05,1
303,0.000747076,75.75,0,0,1837.22,0,8.7017e-05,0.76699,0.000638134,0.23301,101217,0.215766,-49.25,10.45,0,50.3465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,3.98206e-05,-2.92961e-05,5.26359e-09,4.94362e-05,1
304,0.000745661,76,0,0,1837.23,0,8.69963e-05,0.76699,0.000636926,0.23301,101217,0.21571,-49,10.45,0,50.1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.1368e-05,-3.1596e-05,-1.39664e-08,5.2054e-05,1
305,0.000744246,76.25,0,0,1837.23,0,8.69756e-05,0.76699,0.000635717,0.23301,101217,0.215655,-48.75,10.45,0,49.8574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.29154e-05,-3.38959e-05,-3.31963e-08,5.4687e-05,1
306,0.000742831,76.5,0,0,1837.23,0,8.69548e-05,0.76699,0.000634508,0.23301,101217,0.215599,-48.5,10.45,0,49.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.44628e-05,-3.61958e-05,-5.24262e-08,5.73331e-05,1
307,0.000741416,76.75,0,0,1837.23,0,8.69341e-05,0.76699,0.0006333,0.23301,101217,0.215543,-48.25,10.45,0,49.3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.60102e-05,-3.84957e-05,-7.16562e-08,5.99906e-05,1
308,0.000740001,77,0,0,1837.23,0,8.69134e-05,0.76699,0.000632091,0.23301,101217,0.215488,-48,10.45,0,49.1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.75576e-05,-4.07956e-05,-9.08861e-08,6.2658e-05,1
309,0.000738587,77.25,0,0,1837.23,0,8.68927e-05,0.76699,0.000630883,0.23301,101217,0.215432,-47.75,10.45,0,48.8801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,4.9105e-05,-4.30955e-05,-1.10116e-07,6.53341e-05,1
310,0.000737167,77.5,0,0,1837.23,0,8.68718e-05,0.76699,0.00062967,0.23301,101217,0.215383,-47.5,10.45,0,48.6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.06648e-05,-4.55494e-05,-1.29784e-07,6.81299e-05,1
311,0.000735678,77.75,0,0,1837.23,0,8.6849e-05,0.76699,0.000628399,0.23301,101217,0.215432,-47.25,10.45,0,48.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.24128e-05,-5.03495e-05,-1.56134e-07,7.26788e-05,1
312,0.000734189,78,0,0,1837.23,0,8.68261e-05,0.76699,0.000627127,0.23301,101217,0.215481,-47,10.45,0,48.1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.41609e-05,-5.51497e-05,-1.82484e-07,7.72976e-05,1
313,0.000732701,78.25,0,0,1837.23,0,8.68033e-05,0.76699,0.000625855,0.23301,101217,0.21553,-46.75,10.45,0,47.9037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.59089e-05,-5.99498e-05,-2.08833e-07,8.19746e-05,1
314,0.000731212,78.5,0,0,1837.23,0,8.67805e-05,0.76699,0.000624583,0.23301,101217,0.215579,-46.5,10.45,0,47.6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.7657e-05,-6.475e-05,-2.35183e-07,8.67003e-05,1
315,0.000729723,78.75,0,0,1837.24,0,8.67576e-05,0.76699,0.000623312,0.23301,101217,0.215628,-46.25,10.45,0,47.4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,5.9405e-05,-6.95501e-05,-2.61532e-07,9.14672e-05,1
316,0.000728234,79,0,0,1837.24,0,8.67348e-05,0.76699,0.00062204,0.23301,101217,0.215677,-46,10.45,0,47.1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.1153e-05,-7.43503e-05,-2.87882e-07,9.62691e-05,1
317,0.000726745,79.25,0,0,1837.24,0,8.67119e-05,0.76699,0.000620768,0.23301,101217,0.215726,-45.75,10.45,0,46.9283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.29011e-05,-7.91504e-05,-3.14232e-07,0.000101101,1
318,0.000725256,79.5,0,0,1837.24,0,8.66891e-05,0.76699,0.000619496,0.23301,101217,0.215775,-45.5,10.45,0,46.6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.46491e-05,-8.39506e-05,-3.40581e-07,0.000105959,1
319,0.000723767,79.75,0,0,1837.24,0,8.66663e-05,0.76699,0.000618225,0.23301,101217,0.215824,-45.25,10.45,0,46.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.63972e-05,-8.87507e-05,-3.66931e-07,0.00011084,1
320,0.000722279,80,0,0,1837.24,0,8.66434e-05,0.76699,0.000616953,0.23301,101217,0.215873,-45,10.45,0,46.1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.81452e-05,-9.35509e-05,-3.93281e-07,0.00011574,1
321,0.00072079,80.25,0,0,1837.24,0,8.66206e-05,0.76699,0.000615681,0.23301,101217,0.215922,-44.75,10.45,0,45.9539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,6.98933e-05,-9.8351e-05,-4.1963e-07,0.000120657,1
322,0.000719301,80.5,0,0,1837.25,0,8.65977e-05,0.76699,0.000614409,0.23301,101217,0.215971,-44.5,10.45,0,45.7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.16413e-05,-0.000103151,-4.4598e-07,0.00012559,1
323,0.000717812,80.75,0,0,1837.25,0,8.65749e-05,0.76699,0.000613138,0.23301,101217,0.21602,-44.25,10.45,0,45.4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.33893e-05,-0.000107951,-4.7233e-07,0.000130536,1
324,0.000716269,81,0,0,1837.25,0,8.65505e-05,0.76699,0.00061182,0.23301,101217,0.216152,-44,10.45,0,45.2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.51039e-05,-0.000115674,-4.95461e-07,0.000137918,1
325,0.000714702,81.25,0,0,1837.25,0,8.65253e-05,0.76699,0.000610481,0.23301,101217,0.216321,-43.75,10.45,0,44.9807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.68036e-05,-0.00012468,-5.17179e-07,0.000146439,1
326,0.000713136,81.5,0,0,1837.25,0,8.65001e-05,0.76699,0.000609143,0.23301,101217,0.21649,-43.5,10.45,0,44.7376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,7.85034e-05,-0.000133687,-5.38897e-07,0.000155033,1
327,0.000711569,81.75,0,0,1837.26,0,8.6475e-05,0.76699,0.000607805,0.23301,101217,0.216658,-43.25,10.45,0,44.4945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.02032e-05,-0.000142693,-5.60615e-07,0.000163689,1
328,0.000710002,82,0,0,1837.26,0,8.64498e-05,0.76699,0.000606467,0.23301,101217,0.216827,-43,10.45,0,44.2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.1903e-05,-0.000151699,-5.82333e-07,0.000172398,1
329,0.000708435,82.25,0,0,1837.26,0,8.64246e-05,0.76699,0.000605128,0.23301,101217,0.216995,-42.75,10.45,0,44.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.36028e-05,-0.000160705,-6.04051e-07,0.000181152,1
330,0.000706869,82.5,0,0,1837.27,0,8.63995e-05,0.76699,0.00060379,0.23301,101217,0.217164,-42.5,10.45,0,43.7659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.53025e-05,-0.000169712,-6.25769e-07,0.000189945,1
331,0.000705302,82.75,0,0,1837.27,0,8.63743e-05,0.76699,0.000602452,0.23301,101217,0.217332,-42.25,10.45,0,43.5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.70023e-05,-0.000178718,-6.47487e-07,0.000198771,1
332,0.000703735,83,0,0,1837.27,0,8.63491e-05,0.76699,0.000601114,0.23301,101217,0.217501,-42,10.45,0,43.2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,8.87021e-05,-0.000187724,-6.69205e-07,0.000207627,1
333,0.000702169,83.25,0,0,1837.28,0,8.6324e-05,0.76699,0.000599775,0.23301,101217,0.21767,-41.75,10.45,0,43.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.04019e-05,-0.00019673,-6.90923e-07,0.000216508,1
334,0.000700602,83.5,0,0,1837.28,0,8.62988e-05,0.76699,0.000598437,0.23301,101217,0.217838,-41.5,10.45,0,42.7955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.21017e-05,-0.000205737,-7.12641e-07,0.000225412,1
335,0.000699035,83.75,0,0,1837.28,0,8.62736e-05,0.76699,0.000597099,0.23301,101217,0.218007,-41.25,10.45,0,42.5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.38014e-05,-0.000214743,-7.34359e-07,0.000234337,1
336,0.000697443,84,0,0,1837.28,0,8.62477e-05,0.76699,0.000595739,0.23301,101217,0.218214,-41,10.45,0,42.3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.53546e-05,-0.00022605,-7.5379e-07,0.00024534,1
337,0.000695794,84.25,0,0,1837.29,0,8.622e-05,0.76699,0.00059433,0.23301,101217,0.218504,-40.75,10.45,0,42.0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.65909e-05,-0.000242327,-7.68283e-07,0.000260869,1
338,0.000694145,84.5,0,0,1837.3,0,8.61922e-05,0.76699,0.000592922,0.23301,101217,0.218795,-40.5,10.45,0,41.8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.78272e-05,-0.000258604,-7.82776e-07,0.00027649,1
339,0.000692497,84.75,0,0,1837.3,0,8.61645e-05,0.76699,0.000591514,0.23301,101217,0.219085,-40.25,10.45,0,41.5844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,9.90636e-05,-0.000274881,-7.97268e-07,0.000292188,1
340,0.000690848,85,0,0,1837.31,0,8.61368e-05,0.76699,0.000590106,0.23301,101217,0.219375,-40,10.45,0,41.3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.0001003,-0.000291158,-8.11761e-07,0.000307951,1
341,0.000689199,85.25,0,0,1837.31,0,8.61091e-05,0.76699,0.000588698,0.23301,101217,0.219666,-39.75,10.45,0,41.1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000101536,-0.000307435,-8.26254e-07,0.000323769,1
342,0.000687551,85.5,0,0,1837.32,0,8.60814e-05,0.76699,0.000587289,0.23301,101217,0.219956,-39.5,10.45,0,40.8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000102773,-0.000323712,-8.40747e-07,0.000339635,1
343,0.000685902,85.75,0,0,1837.32,0,8.60536e-05,0.76699,0.000585881,0.23301,101217,0.220246,-39.25,10.45,0,40.6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000104009,-0.000339989,-8.55239e-07,0.000355543,1
344,0.000684254,86,0,0,1837.33,0,8.60259e-05,0.76699,0.000584473,0.23301,101217,0.220537,-39,10.45,0,40.3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000105245,-0.000356265,-8.69732e-07,0.000371487,1
345,0.000682605,86.25,0,0,1837.33,0,8.59982e-05,0.76699,0.000583065,0.23301,101217,0.220827,-38.75,10.45,0,40.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000106482,-0.000372542,-8.84225e-07,0.000387462,1
346,0.000680956,86.5,0,0,1837.34,0,8.59705e-05,0.76699,0.000581657,0.23301,101217,0.221117,-38.5,10.45,0,39.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000107718,-0.000388819,-8.98718e-07,0.000403465,1
347,0.000679308,86.75,0,0,1837.35,0,8.59428e-05,0.76699,0.000580248,0.23301,101217,0.221408,-38.25,10.45,0,39.6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000108954,-0.000405096,-9.1321e-07,0.000419494,1
348,0.000677586,87,0,0,1837.36,0,8.59127e-05,0.76699,0.000578777,0.23301,101217,0.221829,-38,10.45,0,39.4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000109277,-0.000432131,-9.3371e-07,0.000445735,1
349,0.000675851,87.25,0,0,1837.37,0,8.58821e-05,0.76699,0.000577296,0.23301,101217,0.222272,-37.75,10.45,0,39.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000109443,-0.000461015,-9.55243e-07,0.000473829,1
350,0.000674116,87.5,0,0,1837.38,0,8.58516e-05,0.76699,0.000575814,0.23301,101217,0.222716,-37.5,10.45,0,38.9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000109609,-0.0004899,-9.76775e-07,0.000502013,1
351,0.000672382,87.75,0,0,1837.39,0,8.58211e-05,0.76699,0.000574332,0.23301,101217,0.223159,-37.25,10.45,0,38.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000109775,-0.000518784,-9.98308e-07,0.000530272,1
352,0.000670647,88,0,0,1837.4,0,8.57906e-05,0.76699,0.00057285,0.23301,101217,0.223603,-37,10.45,0,38.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000109941,-0.000547668,-1.01984e-06,0.000558595,1
353,0.000668912,88.25,0,0,1837.41,0,8.576e-05,0.76699,0.000571369,0.23301,101217,0.224046,-36.75,10.45,0,38.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17072,300,0.000110107,-0.000576553,-1.04137e-06,0.000586973,1
